hydro_hourly_1 (MW),hydro_hourly_2 (MW),hydro_hourly_3 (MW),hydro_hourly_4 (MW),hydro_hourly_5 (MW),hydro_hourly_6 (MW),hydro_hourly_7 (MW),hydro_hourly_8 (MW),hydro_hourly_9 (MW),hydro_hourly_10 (MW)
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
27.782,22.513,91.968,412.1795,0.479,1015.0968,102.506,678.9825,13.0288,138.431
